id,latitude,longitude,crime_type,date,severity
2602,-12.011785,-77.075381,Robo,2024-04-21 15:24:29.291+00,1
2603,-12.023893,-77.079468,Robo,2023-10-01 15:24:29.291+00,7
2604,-12.076753,-77.052440,Homicidio,2024-06-19 15:24:29.291+00,7
2605,-12.091914,-77.042657,Robo,2023-12-02 15:24:29.291+00,7
2606,-12.025632,-77.035293,Homicidio,2024-01-25 15:24:29.291+00,2
2607,-12.088618,-77.029433,Robo,2024-05-30 15:24:29.291+00,7
2608,-12.008974,-77.014838,Secuestro,2024-01-02 15:24:29.291+00,7
2609,-12.062187,-77.076621,Agresión Sexual,2024-03-14 15:24:29.291+00,2
2610,-12.012179,-77.078160,Robo,2023-11-04 15:24:29.291+00,4
2611,-12.053985,-77.039335,Robo,2024-04-04 15:24:29.291+00,6
2612,-12.083767,-77.039373,Agresión Sexual,2024-02-11 15:24:29.291+00,10
2613,-12.086099,-77.012598,Robo,2024-02-23 15:24:29.291+00,3
2614,-12.082109,-77.088725,Robo,2024-05-16 15:24:29.291+00,5
2615,-12.002939,-77.095088,Agresión Sexual,2024-08-08 15:24:29.291+00,8
2616,-12.088704,-77.075181,Robo,2024-05-21 15:24:29.291+00,9
2617,-12.091910,-77.082320,Robo,2024-07-10 15:24:29.291+00,7
2618,-12.000221,-77.037110,Agresión Sexual,2024-09-03 15:24:29.291+00,2
2619,-12.064560,-77.052223,Robo,2024-07-15 15:24:29.291+00,2
2620,-12.047149,-77.065542,Robo,2024-07-15 15:24:29.291+00,6
2621,-12.041368,-77.071032,Asalto,2024-03-02 15:24:29.291+00,1
2622,-12.091824,-77.007191,Agresión Sexual,2023-11-12 15:24:29.291+00,9
2623,-12.012572,-77.095732,Robo,2024-03-18 15:24:29.291+00,7
2624,-12.046088,-77.012730,Homicidio,2023-12-03 15:24:29.291+00,6
2625,-12.078337,-77.058436,Robo,2023-10-03 15:24:29.291+00,8
2626,-12.003348,-77.018073,Robo,2024-02-25 15:24:29.291+00,3
2627,-12.082596,-77.084061,Agresión Sexual,2023-10-03 15:24:29.291+00,3
2628,-12.086832,-77.056891,Asalto,2024-03-22 15:24:29.291+00,8
2629,-12.070171,-77.000568,Agresión Sexual,2024-09-16 15:24:29.291+00,9
2630,-12.021234,-77.005083,Homicidio,2024-02-23 15:24:29.291+00,2
2631,-12.022584,-77.005282,Robo,2023-10-09 15:24:29.291+00,3
2632,-12.087117,-77.076513,Asalto,2024-09-02 15:24:29.291+00,1
2633,-12.061804,-77.098659,Homicidio,2024-05-03 15:24:29.291+00,3
2634,-12.076108,-77.088940,Homicidio,2024-01-25 15:24:29.291+00,8
2635,-12.043518,-77.053675,Robo,2024-07-31 15:24:29.291+00,1
2636,-12.037877,-77.034348,Robo,2024-03-01 15:24:29.291+00,1
2637,-12.039940,-77.087302,Asalto,2024-08-29 15:24:29.291+00,9
2638,-12.055774,-77.032025,Homicidio,2024-04-03 15:24:29.291+00,9
2639,-12.074828,-77.011064,Robo,2024-05-19 15:24:29.291+00,8
2640,-12.063570,-77.096543,Robo,2024-06-04 15:24:29.291+00,1
2641,-12.087954,-77.024127,Robo,2024-06-14 15:24:29.291+00,3
2642,-12.044317,-77.043921,Secuestro,2024-01-09 15:24:29.291+00,3
2643,-12.058461,-77.088210,Robo,2024-08-06 15:24:29.291+00,5
2644,-12.095665,-77.061053,Homicidio,2024-01-21 15:24:29.291+00,9
2645,-12.014813,-77.005064,Homicidio,2024-04-10 15:24:29.291+00,5
2646,-12.040347,-77.019564,Secuestro,2024-07-03 15:24:29.291+00,6
2647,-12.092007,-77.010021,Robo,2024-02-16 15:24:29.291+00,4
2648,-12.079550,-77.042224,Robo,2024-07-04 15:24:29.291+00,6
2649,-12.096005,-77.060852,Secuestro,2024-02-14 15:24:29.291+00,4
2650,-12.065948,-77.085376,Homicidio,2023-09-25 15:24:29.291+00,4
2651,-12.092499,-77.029896,Agresión Sexual,2024-02-23 15:24:29.291+00,3
2652,-12.096807,-77.070779,Robo,2024-03-15 15:24:29.291+00,4
2653,-12.020628,-77.076309,Robo,2023-09-30 15:24:29.291+00,2
2654,-12.071242,-77.010754,Robo,2024-05-19 15:24:29.291+00,9
2655,-12.000463,-77.064737,Homicidio,2024-03-04 15:24:29.291+00,10
2656,-12.011624,-77.091716,Robo,2024-08-15 15:24:29.291+00,2
2657,-12.025054,-77.040237,Secuestro,2024-02-22 15:24:29.291+00,7
2658,-12.069383,-77.024523,Secuestro,2024-09-10 15:24:29.291+00,5
2659,-12.090992,-77.074992,Homicidio,2024-06-29 15:24:29.291+00,2
2660,-12.078584,-77.017539,Robo,2024-03-31 15:24:29.291+00,8
2661,-12.082592,-77.005819,Secuestro,2023-09-30 15:24:29.291+00,3
2662,-12.012430,-77.058092,Asalto,2024-05-12 15:24:29.291+00,7
2663,-12.087254,-77.045086,Homicidio,2024-03-17 15:24:29.291+00,2
2664,-12.047841,-77.064810,Homicidio,2023-11-12 15:24:29.291+00,1
2665,-12.035086,-77.066353,Secuestro,2024-05-14 15:24:29.291+00,9
2666,-12.036348,-77.032695,Agresión Sexual,2024-04-03 15:24:29.291+00,8
2667,-12.032594,-77.035837,Robo,2024-01-25 15:24:29.291+00,3
2668,-12.047873,-77.079651,Robo,2024-09-21 15:24:29.291+00,8
2669,-12.036663,-77.010505,Homicidio,2024-04-12 15:24:29.291+00,8
2670,-12.082721,-77.052345,Robo,2023-10-30 15:24:29.291+00,7
2671,-12.081600,-77.075458,Robo,2024-06-23 15:24:29.291+00,6
2672,-12.083362,-77.050835,Secuestro,2024-08-13 15:24:29.291+00,1
2673,-12.007216,-77.037878,Homicidio,2024-07-16 15:24:29.291+00,3
2674,-12.063070,-77.073245,Robo,2024-04-05 15:24:29.291+00,4
2675,-12.093216,-77.044999,Robo,2023-09-29 15:24:29.291+00,7
2676,-12.055461,-77.001843,Robo,2024-07-02 15:24:29.291+00,5
2677,-12.043038,-77.020793,Asalto,2023-10-06 15:24:29.291+00,5
2678,-12.046565,-77.073052,Robo,2024-02-27 15:24:29.291+00,9
2679,-12.074572,-77.043634,Homicidio,2024-06-07 15:24:29.291+00,5
2680,-12.031216,-77.082902,Robo,2024-01-13 15:24:29.291+00,5
2681,-12.073719,-77.029354,Robo,2023-11-27 15:24:29.291+00,4
2682,-12.071205,-77.024625,Secuestro,2024-05-01 15:24:29.291+00,5
2683,-12.084543,-77.002116,Secuestro,2023-11-09 15:24:29.291+00,2
2684,-12.019066,-77.077898,Robo,2023-11-29 15:24:29.291+00,2
2685,-12.089090,-77.097444,Asalto,2024-01-26 15:24:29.291+00,3
2686,-12.097074,-77.095885,Asalto,2023-10-03 15:24:29.291+00,9
2687,-12.068804,-77.022721,Agresión Sexual,2024-07-07 15:24:29.291+00,4
2688,-12.054590,-77.098994,Agresión Sexual,2024-08-14 15:24:29.291+00,4
2689,-12.075528,-77.015459,Asalto,2024-05-07 15:24:29.291+00,1
2690,-12.033139,-77.097895,Agresión Sexual,2024-08-30 15:24:29.291+00,2
2691,-12.011076,-77.005148,Asalto,2024-05-13 15:24:29.291+00,9
2692,-12.075959,-77.085019,Robo,2023-12-24 15:24:29.291+00,2
2693,-12.070414,-77.065556,Asalto,2024-01-09 15:24:29.291+00,9
2694,-12.036584,-77.022892,Robo,2024-03-21 15:24:29.291+00,6
2695,-12.061277,-77.056390,Asalto,2023-11-16 15:24:29.291+00,7
2696,-12.002120,-77.095115,Robo,2024-04-04 15:24:29.291+00,4
2697,-12.000185,-77.046903,Robo,2024-01-13 15:24:29.291+00,7
2698,-12.056605,-77.089385,Robo,2024-03-12 15:24:29.291+00,2
2699,-12.014102,-77.051279,Robo,2024-03-02 15:24:29.291+00,3
2700,-12.085286,-77.090911,Homicidio,2024-01-06 15:24:29.291+00,2
2701,-12.001740,-77.018320,Agresión Sexual,2024-01-01 15:24:29.291+00,8
2702,-12.046182,-77.028245,Robo,2024-08-13 15:24:29.291+00,3
2703,-12.060408,-77.098739,Agresión Sexual,2023-12-22 15:24:29.291+00,9
2704,-12.069138,-77.015920,Homicidio,2024-05-26 15:24:29.291+00,4
2705,-12.036392,-77.076061,Asalto,2024-08-03 15:24:29.291+00,6
2706,-12.031148,-77.005089,Robo,2024-01-24 15:24:29.291+00,3
2707,-12.070152,-77.051063,Robo,2024-06-16 15:24:29.291+00,6
2708,-12.069383,-77.055405,Robo,2024-02-23 15:24:29.291+00,2
2709,-12.040974,-77.099568,Robo,2024-04-12 15:24:29.291+00,8
2710,-12.020381,-77.075131,Robo,2024-01-19 15:24:29.291+00,2
2711,-12.054269,-77.023622,Robo,2024-07-29 15:24:29.291+00,10
2712,-12.047788,-77.023760,Agresión Sexual,2024-08-05 15:24:29.291+00,10
2713,-12.022113,-77.047717,Asalto,2024-08-05 15:24:29.291+00,4
2714,-12.027243,-77.024923,Asalto,2024-07-10 15:24:29.291+00,9
2715,-12.016079,-77.044941,Robo,2024-06-02 15:24:29.291+00,3
2716,-12.048634,-77.060739,Robo,2024-08-07 15:24:29.291+00,4
2717,-12.072220,-77.004354,Asalto,2024-07-11 15:24:29.291+00,7
2718,-12.053475,-77.026442,Robo,2024-06-21 15:24:29.291+00,1
2719,-12.012373,-77.009219,Homicidio,2024-06-16 15:24:29.291+00,8
2720,-12.005023,-77.013020,Robo,2024-02-16 15:24:29.291+00,4
2721,-12.010215,-77.045565,Robo,2024-04-11 15:24:29.291+00,8
2722,-12.086120,-77.020813,Secuestro,2024-02-09 15:24:29.291+00,1
2723,-12.070034,-77.093127,Robo,2024-05-17 15:24:29.291+00,8
2724,-12.055956,-77.018956,Agresión Sexual,2024-09-20 15:24:29.291+00,9
2725,-12.024303,-77.015013,Homicidio,2024-04-23 15:24:29.291+00,10
2726,-12.047608,-77.069106,Agresión Sexual,2024-04-23 15:24:29.291+00,10
2727,-12.035519,-77.046592,Secuestro,2023-10-17 15:24:29.291+00,1
2728,-12.095834,-77.025091,Robo,2024-09-06 15:24:29.291+00,10
2729,-12.096027,-77.052745,Homicidio,2024-02-19 15:24:29.291+00,5
2730,-12.033526,-77.037771,Robo,2024-08-02 15:24:29.291+00,5
2731,-12.085244,-77.058922,Robo,2024-09-14 15:24:29.291+00,2
2732,-12.044051,-77.000429,Robo,2024-01-08 15:24:29.291+00,4
2733,-12.096391,-77.091877,Asalto,2024-07-04 15:24:29.291+00,4
2734,-12.016938,-77.007390,Agresión Sexual,2023-12-02 15:24:29.291+00,10
2735,-12.030915,-77.086480,Robo,2023-12-31 15:24:29.291+00,6
2736,-12.051746,-77.063441,Robo,2024-03-23 15:24:29.291+00,2
2737,-12.091660,-77.018284,Agresión Sexual,2024-03-04 15:24:29.291+00,1
2738,-12.099500,-77.078033,Robo,2023-11-01 15:24:29.291+00,7
2739,-12.072030,-77.088544,Robo,2024-04-14 15:24:29.291+00,1
2740,-12.036549,-77.039616,Robo,2023-09-25 15:24:29.291+00,8
2741,-12.094285,-77.002898,Robo,2023-10-30 15:24:29.291+00,6
2742,-12.048695,-77.063930,Secuestro,2024-04-01 15:24:29.291+00,7
2743,-12.083928,-77.057411,Robo,2024-07-29 15:24:29.291+00,6
2744,-12.093314,-77.099124,Robo,2024-04-30 15:24:29.291+00,1
2745,-12.031385,-77.086084,Robo,2024-07-24 15:24:29.291+00,7
2746,-12.000657,-77.056701,Robo,2024-06-08 15:24:29.291+00,1
2747,-12.012930,-77.026180,Robo,2024-06-28 15:24:29.291+00,7
2748,-12.038736,-77.002397,Robo,2024-03-10 15:24:29.291+00,8
2749,-12.044423,-77.004135,Robo,2024-09-03 15:24:29.291+00,7
2750,-12.038371,-77.023883,Robo,2023-11-26 15:24:29.291+00,10
2751,-12.054939,-77.022687,Robo,2024-05-26 15:24:29.291+00,3
2752,-12.020003,-77.050867,Robo,2023-10-14 15:24:29.291+00,6
2753,-12.026293,-77.012799,Robo,2024-06-13 15:24:29.291+00,7
2754,-12.086951,-77.080952,Robo,2024-06-11 15:24:29.291+00,2
2755,-12.025104,-77.015245,Robo,2024-06-28 15:24:29.291+00,3
2756,-12.086889,-77.062030,Secuestro,2024-04-18 15:24:29.291+00,3
2757,-12.041216,-77.039277,Robo,2024-05-25 15:24:29.291+00,4
2758,-12.086018,-77.089792,Asalto,2024-01-09 15:24:29.291+00,6
2759,-12.011704,-77.034447,Robo,2024-04-09 15:24:29.291+00,4
2760,-12.016222,-77.073128,Robo,2023-11-24 15:24:29.291+00,1
2761,-12.040721,-77.028836,Robo,2023-10-07 15:24:29.291+00,7
2762,-12.038136,-77.055721,Homicidio,2023-11-22 15:24:29.291+00,1
2763,-12.058383,-77.075675,Asalto,2024-01-01 15:24:29.291+00,2
2764,-12.024445,-77.062857,Robo,2024-06-19 15:24:29.291+00,3
2765,-12.069828,-77.024746,Asalto,2024-07-07 15:24:29.291+00,2
2766,-12.078358,-77.051283,Secuestro,2024-08-29 15:24:29.291+00,8
2767,-12.043094,-77.025791,Robo,2024-02-06 15:24:29.291+00,10
2768,-12.089145,-77.028647,Asalto,2024-01-15 15:24:29.291+00,5
2769,-12.007004,-77.070205,Robo,2024-02-22 15:24:29.291+00,5
2770,-12.096675,-77.034361,Robo,2024-04-10 15:24:29.291+00,8
2771,-12.021939,-77.038148,Asalto,2023-09-30 15:24:29.291+00,10
2772,-12.091196,-77.081037,Robo,2024-06-10 15:24:29.291+00,4
2773,-12.084821,-77.007190,Robo,2024-06-11 15:24:29.291+00,6
2774,-12.054240,-77.063383,Secuestro,2024-04-28 15:24:29.291+00,3
2775,-12.061317,-77.009851,Agresión Sexual,2024-01-22 15:24:29.291+00,3
2776,-12.063912,-77.096528,Robo,2024-03-26 15:24:29.291+00,10
2777,-12.039942,-77.003362,Robo,2024-08-31 15:24:29.291+00,4
2778,-12.001491,-77.053290,Robo,2023-12-17 15:24:29.291+00,2
2779,-12.058810,-77.038166,Asalto,2024-08-24 15:24:29.291+00,10
2780,-12.096201,-77.019162,Agresión Sexual,2024-01-09 15:24:29.291+00,4
2781,-12.020226,-77.094324,Robo,2024-08-09 15:24:29.291+00,7
2782,-12.034347,-77.097654,Asalto,2024-02-13 15:24:29.291+00,1
2783,-12.092128,-77.081181,Robo,2024-09-10 15:24:29.291+00,4
2784,-12.011989,-77.002152,Agresión Sexual,2023-10-26 15:24:29.291+00,4
2785,-12.053512,-77.058032,Secuestro,2023-10-31 15:24:29.291+00,4
2786,-12.010868,-77.097587,Agresión Sexual,2024-01-02 15:24:29.291+00,6
2787,-12.026610,-77.099789,Homicidio,2024-05-17 15:24:29.291+00,1
2788,-12.042767,-77.025441,Robo,2024-05-16 15:24:29.291+00,10
2789,-12.040875,-77.049356,Robo,2024-01-26 15:24:29.291+00,10
2790,-12.017741,-77.010016,Robo,2024-07-30 15:24:29.291+00,7
2791,-12.094001,-77.086405,Robo,2023-12-15 15:24:29.291+00,9
2792,-12.026622,-77.020122,Agresión Sexual,2024-08-14 15:24:29.291+00,5
2793,-12.084914,-77.050431,Robo,2024-07-25 15:24:29.291+00,8
2794,-12.064583,-77.037828,Asalto,2024-09-14 15:24:29.291+00,10
2795,-12.056706,-77.034416,Robo,2024-02-12 15:24:29.291+00,1
2796,-12.000114,-77.061395,Asalto,2023-12-02 15:24:29.291+00,6
2797,-12.098763,-77.042219,Robo,2023-10-05 15:24:29.291+00,8
2798,-12.075080,-77.015024,Secuestro,2024-03-22 15:24:29.291+00,2
2799,-12.052962,-77.050038,Asalto,2024-02-13 15:24:29.291+00,2
2800,-12.060151,-77.039834,Robo,2023-10-09 15:24:29.291+00,1
2801,-12.015385,-77.021555,Robo,2024-01-31 15:24:29.291+00,1
2802,-12.026528,-77.066350,Robo,2023-10-01 15:24:29.291+00,7
2803,-12.033068,-77.069091,Asalto,2024-08-10 15:24:29.291+00,7
2804,-12.081878,-77.047867,Robo,2024-08-11 15:24:29.291+00,10
2805,-12.064144,-77.085117,Agresión Sexual,2024-01-23 15:24:29.291+00,2
2806,-12.076784,-77.032484,Robo,2024-03-04 15:24:29.291+00,8
2807,-12.047226,-77.090571,Robo,2024-01-12 15:24:29.291+00,6
2808,-12.081874,-77.048892,Secuestro,2024-08-30 15:24:29.291+00,6
2809,-12.012796,-77.002642,Secuestro,2024-06-09 15:24:29.291+00,4
2810,-12.085521,-77.058561,Robo,2024-03-23 15:24:29.291+00,3
2811,-12.034636,-77.067351,Robo,2024-09-10 15:24:29.291+00,9
2812,-12.036161,-77.013958,Agresión Sexual,2024-01-11 15:24:29.291+00,10
2813,-12.008234,-77.009361,Homicidio,2024-09-10 15:24:29.291+00,1
2814,-12.059108,-77.061559,Robo,2024-01-13 15:24:29.291+00,8
2815,-12.024735,-77.056319,Secuestro,2024-01-29 15:24:29.291+00,10
2816,-12.011119,-77.065029,Robo,2024-03-30 15:24:29.291+00,4
2817,-12.094535,-77.073648,Robo,2023-12-03 15:24:29.291+00,4
2818,-12.011650,-77.025870,Robo,2024-09-08 15:24:29.291+00,8
2819,-12.017574,-77.009440,Secuestro,2023-12-09 15:24:29.291+00,10
2820,-12.066707,-77.062014,Asalto,2024-08-06 15:24:29.291+00,8
2821,-12.052606,-77.058997,Robo,2024-04-01 15:24:29.291+00,1
2822,-12.054657,-77.043375,Robo,2023-12-30 15:24:29.291+00,1
2823,-12.080291,-77.036271,Robo,2023-11-16 15:24:29.291+00,2
2824,-12.084429,-77.096824,Asalto,2023-10-01 15:24:29.291+00,4
2825,-12.075800,-77.050074,Homicidio,2024-05-25 15:24:29.291+00,10
2826,-12.064374,-77.076601,Asalto,2023-11-13 15:24:29.291+00,5
2827,-12.094138,-77.072196,Homicidio,2024-09-06 15:24:29.291+00,9
2828,-12.021477,-77.086480,Secuestro,2024-02-25 15:24:29.291+00,3
2829,-12.048825,-77.099390,Robo,2024-08-24 15:24:29.291+00,8
2830,-12.072776,-77.042381,Robo,2024-06-30 15:24:29.291+00,8
2831,-12.017157,-77.093694,Robo,2023-12-24 15:24:29.291+00,2
2832,-12.031786,-77.036456,Robo,2023-12-28 15:24:29.291+00,6
2833,-12.092309,-77.059863,Robo,2024-02-13 15:24:29.291+00,7
2834,-12.017580,-77.067065,Robo,2024-05-04 15:24:29.291+00,1
2835,-12.074685,-77.092925,Robo,2023-12-09 15:24:29.291+00,7
2836,-12.002527,-77.042370,Asalto,2024-05-12 15:24:29.291+00,3
2837,-12.039913,-77.031952,Robo,2024-01-15 15:24:29.291+00,5
2838,-12.093246,-77.075426,Robo,2024-01-19 15:24:29.291+00,10
2839,-12.031664,-77.084415,Robo,2023-11-24 15:24:29.291+00,4
2840,-12.057717,-77.042907,Asalto,2024-07-22 15:24:29.291+00,6
2841,-12.051288,-77.047023,Secuestro,2023-12-19 15:24:29.291+00,6
2842,-12.041180,-77.081343,Secuestro,2024-08-28 15:24:29.291+00,8
2843,-12.065966,-77.020319,Robo,2024-09-09 15:24:29.291+00,8
2844,-12.068275,-77.090430,Agresión Sexual,2024-02-17 15:24:29.291+00,6
2845,-12.017109,-77.054724,Robo,2024-09-21 15:24:29.291+00,9
2846,-12.069447,-77.018145,Robo,2023-10-18 15:24:29.291+00,5
2847,-12.048983,-77.032772,Robo,2024-08-24 15:24:29.291+00,5
2848,-12.091095,-77.059657,Robo,2023-10-04 15:24:29.291+00,1
2849,-12.055295,-77.060458,Robo,2024-06-27 15:24:29.291+00,10
2850,-12.082546,-77.050354,Robo,2024-02-03 15:24:29.291+00,6
2851,-12.069706,-77.023306,Robo,2023-12-27 15:24:29.291+00,10
2852,-12.073258,-77.094078,Robo,2024-09-21 15:24:29.291+00,3
2853,-12.026510,-77.034704,Robo,2024-07-05 15:24:29.291+00,1
2854,-12.048079,-77.000314,Homicidio,2024-08-18 15:24:29.291+00,8
2855,-12.016855,-77.015239,Robo,2024-03-28 15:24:29.291+00,2
2856,-12.004072,-77.090448,Secuestro,2024-08-10 15:24:29.291+00,3
2857,-12.006566,-77.064476,Robo,2024-07-02 15:24:29.291+00,2
2858,-12.010187,-77.062688,Asalto,2024-09-08 15:24:29.291+00,6
2859,-12.069385,-77.065986,Robo,2023-11-08 15:24:29.291+00,7
2860,-12.018344,-77.003991,Robo,2024-07-04 15:24:29.291+00,3
2861,-12.055026,-77.039932,Agresión Sexual,2024-01-11 15:24:29.291+00,8
2862,-12.089254,-77.023872,Homicidio,2024-07-03 15:24:29.291+00,3
2863,-12.003687,-77.011995,Robo,2024-01-17 15:24:29.291+00,1
2864,-12.081257,-77.012028,Robo,2023-12-12 15:24:29.291+00,8
2865,-12.087422,-77.022813,Robo,2024-09-01 15:24:29.291+00,4
2866,-12.025420,-77.041124,Asalto,2024-04-30 15:24:29.291+00,9
2867,-12.037586,-77.029196,Homicidio,2024-08-03 15:24:29.291+00,7
2868,-12.050574,-77.040593,Robo,2023-12-05 15:24:29.291+00,5
2869,-12.063804,-77.043028,Robo,2023-10-16 15:24:29.291+00,7
2870,-12.035186,-77.022501,Robo,2024-04-28 15:24:29.291+00,8
2871,-12.002403,-77.087016,Robo,2023-11-26 15:24:29.291+00,1
2872,-12.089902,-77.014349,Homicidio,2024-03-28 15:24:29.291+00,7
2873,-12.026188,-77.034474,Robo,2024-01-05 15:24:29.291+00,2
2874,-12.038914,-77.024467,Homicidio,2024-08-30 15:24:29.291+00,8
2875,-12.050418,-77.084706,Asalto,2024-07-13 15:24:29.291+00,4
2876,-12.072356,-77.047986,Secuestro,2024-03-01 15:24:29.291+00,6
2877,-12.096396,-77.092138,Robo,2024-04-29 15:24:29.291+00,10
2878,-12.043798,-77.075969,Robo,2024-06-09 15:24:29.291+00,1
2879,-12.099464,-77.092212,Robo,2024-08-23 15:24:29.291+00,9
2880,-12.079356,-77.098097,Robo,2024-09-04 15:24:29.291+00,10
2881,-12.033049,-77.043200,Robo,2023-12-18 15:24:29.291+00,2
2882,-12.082742,-77.065595,Robo,2024-01-10 15:24:29.291+00,5
2883,-12.094037,-77.047580,Secuestro,2024-04-20 15:24:29.291+00,1
2884,-12.046818,-77.089747,Agresión Sexual,2024-07-16 15:24:29.291+00,4
2885,-12.044071,-77.043921,Secuestro,2023-11-10 15:24:29.291+00,10
2886,-12.000717,-77.000569,Agresión Sexual,2024-04-05 15:24:29.291+00,7
2887,-12.091920,-77.076474,Asalto,2023-11-25 15:24:29.291+00,9
2888,-12.036716,-77.017584,Robo,2024-04-04 15:24:29.291+00,8
2889,-12.022681,-77.033223,Homicidio,2024-05-10 15:24:29.291+00,4
2890,-12.046626,-77.064417,Homicidio,2024-02-01 15:24:29.291+00,9
2891,-12.081212,-77.075453,Robo,2024-07-14 15:24:29.291+00,1
2892,-12.033647,-77.081863,Robo,2024-06-21 15:24:29.291+00,7
2893,-12.015237,-77.010114,Homicidio,2024-01-30 15:24:29.291+00,4
2894,-12.003522,-77.044600,Asalto,2023-12-27 15:24:29.291+00,9
2895,-12.035679,-77.082270,Asalto,2023-10-19 15:24:29.291+00,9
2896,-12.097358,-77.004505,Robo,2023-11-21 15:24:29.291+00,5
2897,-12.002631,-77.004677,Asalto,2024-07-24 15:24:29.291+00,3
2898,-12.006018,-77.080988,Secuestro,2024-08-15 15:24:29.291+00,3
2899,-12.068644,-77.070146,Robo,2023-12-23 15:24:29.291+00,8
2900,-12.099836,-77.050647,Robo,2024-02-24 15:24:29.291+00,6
2901,-12.046081,-77.004915,Robo,2023-12-08 15:24:29.291+00,2
2902,-12.000541,-77.062635,Secuestro,2024-09-17 15:24:29.291+00,6
2903,-12.041040,-77.051540,Homicidio,2024-04-03 15:24:29.291+00,2
2904,-12.085982,-77.054575,Asalto,2023-11-28 15:24:29.291+00,10
2905,-12.054873,-77.039809,Agresión Sexual,2024-02-12 15:24:29.291+00,4
2906,-12.016606,-77.001531,Asalto,2023-10-08 15:24:29.291+00,1
2907,-12.061711,-77.032896,Asalto,2024-04-18 15:24:29.291+00,2
2908,-12.083999,-77.054372,Asalto,2024-09-20 15:24:29.291+00,6
2909,-12.087364,-77.047822,Robo,2024-06-27 15:24:29.291+00,3
2910,-12.059656,-77.078490,Robo,2023-11-06 15:24:29.291+00,3
2911,-12.030943,-77.084114,Robo,2024-02-11 15:24:29.291+00,8
2912,-12.018147,-77.048117,Robo,2024-07-01 15:24:29.291+00,9
2913,-12.005938,-77.024801,Robo,2024-03-24 15:24:29.291+00,8
2914,-12.017714,-77.089672,Robo,2024-02-06 15:24:29.291+00,6
2915,-12.046043,-77.013619,Robo,2024-02-09 15:24:29.291+00,9
2916,-12.075861,-77.006338,Homicidio,2024-01-08 15:24:29.291+00,6
2917,-12.005678,-77.029937,Secuestro,2024-04-05 15:24:29.291+00,4
2918,-12.039407,-77.042691,Robo,2024-04-27 15:24:29.291+00,3
2919,-12.097025,-77.043871,Secuestro,2023-11-28 15:24:29.291+00,2
2920,-12.059481,-77.007541,Robo,2024-01-16 15:24:29.291+00,6
2921,-12.013845,-77.059143,Robo,2024-04-26 15:24:29.291+00,6
2922,-12.041684,-77.060442,Robo,2024-03-26 15:24:29.291+00,2
2923,-12.002475,-77.046763,Robo,2024-02-16 15:24:29.291+00,5
2924,-12.091453,-77.054069,Agresión Sexual,2024-02-17 15:24:29.291+00,5
2925,-12.000640,-77.082010,Asalto,2023-12-02 15:24:29.291+00,6
2926,-12.072358,-77.001002,Robo,2024-04-13 15:24:29.291+00,1
2927,-12.092074,-77.031225,Robo,2024-08-18 15:24:29.291+00,1
2928,-12.095076,-77.088556,Robo,2024-08-25 15:24:29.291+00,7
2929,-12.084384,-77.017826,Homicidio,2024-07-23 15:24:29.291+00,6
2930,-12.072654,-77.083664,Secuestro,2024-03-18 15:24:29.291+00,6
2931,-12.068894,-77.031291,Robo,2024-03-27 15:24:29.291+00,6
2932,-12.080153,-77.061519,Secuestro,2024-04-25 15:24:29.291+00,9
2933,-12.093316,-77.002368,Robo,2023-11-25 15:24:29.291+00,1
2934,-12.018176,-77.073051,Secuestro,2024-08-25 15:24:29.291+00,1
2935,-12.067973,-77.090990,Secuestro,2024-08-08 15:24:29.291+00,6
2936,-12.097662,-77.025181,Robo,2024-09-18 15:24:29.291+00,1
2937,-12.059314,-77.071977,Secuestro,2024-03-02 15:24:29.291+00,1
2938,-12.041600,-77.055033,Robo,2024-07-05 15:24:29.291+00,10
2939,-12.089212,-77.015393,Agresión Sexual,2023-09-25 15:24:29.291+00,7
2940,-12.034736,-77.063245,Robo,2024-07-25 15:24:29.291+00,2
2941,-12.048390,-77.065718,Robo,2024-06-07 15:24:29.291+00,8
2942,-12.027533,-77.020236,Agresión Sexual,2024-08-15 15:24:29.291+00,6
2943,-12.026983,-77.078631,Homicidio,2024-03-24 15:24:29.291+00,8
2944,-12.053935,-77.001627,Agresión Sexual,2024-06-11 15:24:29.291+00,1
2945,-12.058732,-77.084749,Homicidio,2024-07-12 15:24:29.291+00,8
2946,-12.011448,-77.076085,Robo,2024-05-12 15:24:29.291+00,8
2947,-12.042827,-77.054809,Secuestro,2024-01-20 15:24:29.291+00,8
2948,-12.018035,-77.066028,Homicidio,2024-05-08 15:24:29.291+00,6
2949,-12.060376,-77.076344,Robo,2024-09-17 15:24:29.291+00,7
2950,-12.062609,-77.076914,Asalto,2024-07-01 15:24:29.291+00,3
2951,-12.002191,-77.017132,Robo,2024-06-04 15:24:29.291+00,5
2952,-12.096962,-77.041011,Secuestro,2023-12-24 15:24:29.291+00,6
2953,-12.048938,-77.064177,Robo,2024-03-25 15:24:29.291+00,9
2954,-12.012201,-77.072948,Robo,2024-05-26 15:24:29.291+00,8
2955,-12.037250,-77.015824,Agresión Sexual,2023-11-04 15:24:29.291+00,9
2956,-12.025839,-77.048279,Robo,2024-03-07 15:24:29.291+00,5
2957,-12.060946,-77.029101,Robo,2024-06-17 15:24:29.291+00,10
2958,-12.076591,-77.057872,Secuestro,2024-02-04 15:24:29.291+00,9
